Question	Answer	Source
How far is Mars from Earth?	The average distance between the two is 225 million km. Mars and Earth can be 401 million km apart (249 million miles) when they are in opposition and both are at aphelion.	Editorial
What is diameter of Mars?	Mars is about half as big as the Earth: Mars is 6,779 km (4,212.28 miles) across (diameter).	Editorial
How strong is the gravity on Mars?	0,375 that on Earth	Editorial
What is the volume of Mars?	It would take more than six of Mars to fill the volume of Earth. Mars is actually a rather small planet with a volume of 1.6 x 1011 cubic kilometers	Editorial
What is the mass of Mars?	It's 1/10 of Earth weight, which is 642 sextillion kg	Editorial
What is the biggest planet in our solar system?	The largest planet in our solar system by far is Jupiter, which beats out all the other planets in both mass and volume. Jupiter's mass is more than 300 times that of Earth, and its diameter, at 140,000 km, is about 11 times Earth's diameter.	Editorial
What is the orbiting speed of Mars?	It's nearly 10 thousand miles slower than Earth. To be precise it's 53,858 mph.	Editorial
What is the velocity of Mars relative to the sun?	It's nearly 10 thousand miles slower than Earth. To be precise it's 53,858 mph.	Editorial
How dense is Mars atmosphere?	The atmosphere of Mars is the layer of gases surrounding Mars. It is composed mostly of carbon dioxide. The atmospheric pressure on the Martian surface averages 600 pascals (0.087 psi; 6.0 mbar), about 0.6% of Earth's mean sea level pressure of 101.3 kilopascals (14.69 psi; 1.013 bar).	Editorial
What is the temperature on Mars?	It ranges from -140C to 30C. The average is -63C. A bit cold, I would say.	Editorial
How big is Mars?	The size of Mars is 4220 miles (3,390 km)	Editorial
What is the length of a year on Mars?	687 Earth Days	Editorial
What is the length of a day on Mars?	24 hours 37 minutes	Editorial
How long are the seasons on Mars?	On Mars, in the northern hemisphere to be exact, spring is the longest season. The Martian year is nearly twice as long as an Earth year(1.88 years), the seasons last longer as well. Here is how a Martian year in the north breaks down: Spring -7 months, Summer - 6 months, Fall - 5.3 months, and Winter - 4 months.	Editorial
How does atmosphere look like on Mars?	Mostly carbon dioxide, some water vapor	Editorial
How many moons Mars have?	Mars has two Moons. Their names are Phobos and Deimos.	Editorial
What is the structure of Mars?	The core is surrounded by a silicate mantle that formed many of the tectonic and volcanic features on the planet, but now appears to be dormant. Besides silicon and oxygen, the most abundant elements in the Martian crust are iron, magnesium, aluminum, calcium, and potassium.	Editorial
What is the soil like on Mars?	Martian soil is the fine regolith found on the surface of Mars. Its properties can differ significantly from those of terrestrial soil. The term Martian soil typically refers to the finer fraction of regolith. On Earth, the term "soil" usually includes organic content.	Editorial
How far is Mars from the Sun?	Our beautiful planet is 149.6 million km away from the Sun	Editorial
What is diameter of Earth?	It's 12,742 km	Editorial
How strong is the gravity on Earth?	It's 9.807 m/s²	Editorial
What is the volume of Earth?	It volume is about 260 billion cubic miles (1 trillion cubic kilometers).	Editorial
What is the mass of Earth?	The current best estimate for Earth mass is M⊕ =(5.9722±0.0006)×1024 kg	Editorial
What is the orbiting speed of Earth?	Short version: Earth's average orbital speed is about 30 kilometers per second. In other units, that's about 19 miles per second, or 67,000 miles per hour, or 110,000 kilometers per hour.	Editorial
What is the velocity of Earth relative to the sun?	The surface of the earth at the equator moves at a speed of 460 meters per second--or roughly 1,000 miles per hour. The earth is moving about our sun in a very nearly circular orbit. It covers this route at a speed of nearly 30 kilometers per second, or 67,000 miles per hour.	Editorial
How dense is atmosphere ?	The density of air at sea level is about 1.2 kg/m3 (1.2 g/L, 0.0012 g/cm3). Density is not measured directly but is calculated from measurements of temperature, pressure and humidity using the equation of state for air (a form of the ideal gas law). Atmospheric density decreases as the altitude increases.	Editorial
What is the temperature on Earth?	The average temperature on Earth is about 61 degrees F (16 C). But temperatures vary greatly around the world depending on the time of year, ocean and wind currents and weather conditions.	Editorial
How big is Earth?	It's 12,742 km in diameter	Editorial
What is the length of a year on Earth?	You probably know it - 365 days	Editorial
What is the length of a day on Earth?	Where have you been all this time? It's 24 hours	Editorial
How long are the seasons on Earth?	Season in Northern Hemisphere: Spring - 92 days, Summer - 94 days, Autumn - 89 days, Winder - 90 days	Editorial
How many moons has Earth?	Just one, but it has very important purpose - to light up the night.	Editorial
What is the structure of Earth?	The Earth consists of four concentric layers: inner core, outer core, mantle and crust. The crust is made up of tectonic plates, which are in constant motion.	Editorial
What is the soil like on Earth?	Soils are complex mixtures of minerals, water, air, organic matter, and countless organisms that are the decaying remains of once-living things.Soil is made up of distinct horizontal layers; these layers are called horizons. They range from rich, organic upper layers (humus and topsoil) to underlying rocky layers ( subsoil, regolith and bedrock).	Editorial
How big is our solar system?	One way to help visualize the relative distances in the solar system is to imagine a model in which the solar system is reduced in size by a factor of a billion. The Earth is then about 1.3 cm in diameter (the size of a grape). The Moon orbits about a foot away. The Sun is 1.5 meters in diameter (about the height of a man) and 150 meters (about a city block) from the Earth. <br/> Jupiter is 15 cm in diameter (the size of a large grapefruit) and 5 blocks away from the Sun. Saturn (the size of an orange) is 10 blocks away; Uranus and Neptune (lemons) are 20 and 30 blocks away. A human on this scale is the size of an atom; the nearest star would be over 40,000 km away	Editorial
How you brush your teeth in space?	Astronauts use toothpaste and toothbrushes just like yours. There is no sink like yours on the Space Shuttle, though. Astronauts have to spit into a washcloth.	Editorial
How do you take bath in space?	People take baths a different way in space, too. Astronauts use special kinds of soap and shampoo. These soaps do not need water to rinse. Astronauts must use them carefully. They do not let the soap bubbles go all over the place. <br/> After washing, they use a towel to dry off. They do not rinse. These special soaps and shampoos were made for hospitals. Patients who cannot get in the water use these soaps.	Editorial
How keep the spaceship clean?	In space, the astronauts wipe the walls, floors, and windows to keep them clean. They use a soap that kills germs. The astronauts also use wet wipes to wash things. They use the same kind of wipes and cleanser on their forks, spoons, and eating trays. <br/> Astronauts must use a vacuum cleaner in space. The vacuum has a normal hose. It also has extra parts. These parts can clean areas that may be hard to reach. They also use it to keep dust out of the air filters. <br/> Sometimes things get loose and they float everywhere. Astronauts use the vacuum to "catch" floating objects that are out of their reach.	Editorial
How you clean the spaceship?	Astronauts use a vacuum cleaner in space. The vacuum has a normal hose. It also has extra parts. These parts can clean areas that may be hard to reach. They also use it to keep dust out of the air filters. <br/> But sometimes things get loose, and they float. Astronauts use the vacuum to "catch" floating objects that are out of their reach.	Editorial
How you throw away trash in space?	There are four trash bins on the Space Shuttle. Three are for dry trash and one is for wet trash. Wet trash is anything that could smell bad. Each trash container has a trash liner placed inside. It is like a plastic garbage bag. <br/> If the liner becomes full, it is closed. Then it is moved far away from the astronauts.  The wet trash is closed up tight. It is then connected to a hose. The hose helps move bad smells away from the astronauts.	Editorial
How far is Jupiter from the Sun?	The distance from the Sun to Jupiter is approximately 779 million km, or 484 million miles. The exact number is 778,547,200 km. This number is an average because Jupiter and the rest of the Solar System follows an elliptical orbit around the Sun. <br/> When Jupiter is at its closest point in its orbit, astronomers call this perihelion; for Jupiter, this is 741 million km. At its most distant point, called aphelion, Jupiter gets out to 817 million km.	Editorial
How far is Jupiter from Earth?	When the two planets are at their closest point, the distance to Jupiter is only 365 million miles (588 million kilometers). From its closest point, Jupiter shines so brightly that even Venus dims in comparison. At its farthest, the gas giant lies 601 million miles (968 million km) away	Editorial
What is the diameter of Jupiter?	The diameter of Jupiter at its equator is 142,984 km. Solely based on diameter, Jupiter is 11.2 times the size of the Earth and larger than any other body in our Solar System other than the Sun.	Editorial
How big is Jupiter?	The diameter of Jupiter at its equator is 142,984 km. Solely based on diameter, Jupiter is 11.2 times the size of the Earth and larger than any other body in our Solar System other than the Sun.	Editorial
How strong is the gravity on Jupiter?	Jupiter is the most massive planet in our Solar System and; therefore, the gravity of Jupiter is the most intense in the Solar System. The gravity of Jupiter is 2.5 times what it is here on Earth.	Editorial
What is the mass of Jupiter?	The mass of Jupiter is 1.9 x 1027 kg. It would take 318 times Earth's mass to equal Jupiter's. Jupiter is 2.5 times more massive than all of the other planets in our Solar System combined.	Editorial
What is the orbiting speed of Jupiter	The average orbital speed of Jupiter is 13.07 km/s, which is 48,800 km/h. In comparison, the speed of an aeroplane (Airbus A380) is about 900 km/h.	Editorial
How dense is the atmosphere of Jupiter?	It's hard to explain what the atmosphere of Jupiter is like since the planet is 90% hydrogen and 10% helium. Here on Earth, we'd consider those gases all atmosphere. But under its strong gravity, Jupiter pulls together this atmosphere into separate layers with very interesting properties. <br/> Unlike Earth, Jupiter has no clear boundary between its atmosphere and the rest of the planet. As you travel down through the planet, the density and temperature of hydrogen and helium change and scientists have defined different layers based on those changes. The atmospheric layers on Jupiter are the troposphere, stratosphere, thermosphere and exosphere.	Editorial
How does atmosphere look like on Jupiter?	It's hard to explain what the atmosphere of Jupiter is, since the planet is 90% hydrogen and 10% helium. Here on Earth, we'd consider those gasses all atmosphere. But under its strong gravity, Jupiter pulls together this atmosphere into separate layers with very interesting properties. Unlike Earth, Jupiter has no clear boundary between its atmosphere and the rest of the planet. As you travel down through the planet, the density and temperature of hydrogen and helium change, and scientists have defined different layers based on those changes. The atmospheric layers on Jupiter are the troposphere, stratosphere, thermosphere and exosphere.	Editorial
What is the temperature on Jupiter?	When it comes to temperature, Jupiter maintains this reputation for extremity, ranging from extreme cold to extreme hot. But since the planet has no surface to speak of, being a gas giant, it's temperature cannot be accurately measured in one place - and varies greatly between its upper atmosphere and core. However, scientists have obtained readings on what the temperature is at the upper edge of the cloud cover: approximately -145 degrees C.	Editorial
What is the length of a year on Jupiter?	Given its considerable distance from the Sun, Jupiter spends the equivalent of almost twelve Earth years completing a single circuit of our Sun. Orbiting at this distance is part of what allows Jupiter to maintain its gaseous nature, and led to its formation and peculiar composition.	Editorial
What is the length of a day on Jupiter?	A day on Jupiter, lasts almost 10 hours. Jupiter is the fastest rotating body in our Solar System. Determining the length of a day on Jupiter was very difficult, because, unlike the terrestrial planets, it does not have surface features that scientists could use to determine its rotational speed.	Editorial
How long are the seasons on Jupiter?	Jupiter does not experience seasonal changes the way the other planets do - particularly if you compare it to Earth. As a result, temperatures do not vary considerably between the northern or southern hemispheres during the course of its orbit. <br/> Measurements taken from the top of Jupiter's clouds (which is considered to be the surface) indicate that surface temperatures vary between 165 K and 112 K (-108 °C and -161 °C). However, temperatures vary considerably due to depth, increasing drastically as one ventures closer to the core.	Editorial
How many moons does Jupiter have?	Lately, this question has had a changing answer. For many years, we knew of 16 moons for the largest planet in our solar system.  The last few years, about two dozen new moons have been announced by astronomers. However, being announced does not mean that these become "official" moons of Jupiter. To be recognized by the scientific community as a new moon involves a process which may take several years - and some announced objects never get recognized at all.	Editorial
What are Jupiter made of?	Jupiter is thought to consist of a dense core with a mixture of elements, a surrounding layer of liquid metallic hydrogen with some helium, and an outer layer predominantly of molecular hydrogen	Editorial
what is the structure of Jupiter?	Jupiter is thought to consist of a dense core with a mixture of elements, a surrounding layer of liquid metallic hydrogen with some helium, and an outer layer predominantly of molecular hydrogen	Editorial
what is jupiter made of?	Jupiter is thought to consist of a dense core with a mixture of elements, a surrounding layer of liquid metallic hydrogen with some helium, and an outer layer predominantly of molecular hydrogen	Editorial
What is the soil like on Jupiter?	Well, there's a problem with that question. Jupiter is made up almost entirely of hydrogen and helium, with some other trace gases. There is no firm surface on Jupiter, so if you tried to stand on the planet, you sink down and be crushed by the intense pressure inside the planet.	Editorial
How far is the Sun from Earth?	We orbit the Sun at a distance of about 150 million kilometers. This number is actually an average, since we follow an elliptical path. At its closest point, the Earth gets to 147 million km, and at its most distant point, it's 152 million km.	Editorial
What is the diameter of the Sun?	The Sun's diameter is 1.4 million kilometers. Imagine the last road trip you took. The Sun is so big that if it were hollow, you could fit over one million Earth's inside of it.	Editorial
what's the mass of the sun?	The Sun's diameter is 1.4 million kilometers. Imagine the last road trip you took. The Sun is so big that if it were hollow, you could fit over one million Earth's inside of it.	Editorial
what's the sun diameter?	The Sun's diameter is 1.4 million kilometers. Imagine the last road trip you took. The Sun is so big that if it were hollow, you could fit over one million Earth's inside of it.	Editorial
how much does the sun weight?	The Sun's diameter is 1.4 million kilometers. Imagine the last road trip you took. The Sun is so big that if it were hollow, you could fit over one million Earth's inside of it.	Editorial
How big is the Sun?	The Sun's diameter is 1.4 million kilometers. Imagine the last road trip you took. The Sun is so big that if it were hollow, you could fit over one million Earth's inside of it.	Editorial
How strong is the gravity of the Sun?	The surface gravity of the Sun is 274 (m/s2), so if you are on the surface of the Sun, you would feel like you weigh 2,800 kilograms. This is because the Sun's gravity is 28 times that of the Earth's gravity.  <br/>The gravity of the Sun is the basic reason why the planets revolve around, or orbit. Just as the Moon orbits the Earth because of the pull of Earth's gravity, the Earth orbits the Sun because of the pull of the Sun's gravity	Editorial
How heavy is the Sun?	The sun weight approximately 1.9 trillion quadrillion metric tons. <br> That is 109 times bigger than Earth and 333,000 times as massive. It accounts for more than 99.86% of the mass of the Solar System.	Editorial
How dense is the atmosphere of the Sun?	The Sun's atmosphere, is made up of three distinct layers - the chromosphere, the transitional region, and the corona. The chromosphere (literally "sphere of color") is roughly 2,000 kilometers deep and has a very low density (10-4 times that of the photosphere and 10-8 times that of Earth's atmosphere). Above the chromosphere is the thin transition region (200 km thick), where temperatures rise rapidly from 20,000 K in the upper layer to close to 1,000,000 K at the corona.  Lastly, there is the corona. In the lower region, the particle density is extremely low and the average temperature is about 1 - 2 million K - with the hottest regions ranging between 8 and 20 million K.	Editorial
How old is the sun?	The sun is 4.6 Billion years old.	Editorial
What is the temperature of the Sun?	Estimates of the Sun's temperature vary the closer one gets to its core. Within the center, temperature are estimates to be as high as 15 and a half million °C, while the Corona experiences temperatures of about 5 million °C, and the visible surface reaches an effective temperature of 5504 °C.	Editorial
What is the structure of the Sun?	The Sun is composed primarily of the chemical elements hydrogen and helium, which account for 74.9% and 23.8% of the mass of the Sun in the photosphere, respectively. All heavier elements account for less than 2% of the Sun's mass, with oxygen (roughly 1% of the Sun's mass), carbon (0.3%), neon (0.2%), and iron (0.2%) being the most abundant.  \n\n\nThe interior of the Sun is differentiated between multiple layers, which includes a core, a radiative zone, a convective zone, a photosphere, and an atmosphere. The core is the most dense and hottest region of the Sun (150 g/cm³/15.7 million K) and accounts for about 20-25% of the Sun's overall radius.	Editorial
how do you poop in space?	For number 2, it's kind of like a camp potty, where you use that to contain the solid waste. Fecal matter, meanwhile, often gets packed up and cast off from the space station with other trash in capsules that burn up in the atmosphere.	Editorial
How do you do number 2 in space?	For number 2, it's kind of like a camp potty, where you use that to contain the solid waste. Fecal matter, meanwhile, often gets packed up and cast off from the space station with other trash in capsules that burn up in the atmosphere.	Editorial
How do you poop on a spaceship?	For number 2, it's kind of like a camp potty, where you use that to contain the solid waste. Fecal matter, meanwhile, often gets packed up and cast off from the space station with other trash in capsules that burn up in the atmosphere.	Editorial
How do you do number 2 in spaceship?	For number 2, it's kind of like a camp potty, where you use that to contain the solid waste. Fecal matter, meanwhile, often gets packed up and cast off from the space station with other trash in capsules that burn up in the atmosphere.	Editorial
How can I poop in space?	For number 2, it's kind of like a camp potty, where you use that to contain the solid waste. Fecal matter, meanwhile, often gets packed up and cast off from the space station with other trash in capsules that burn up in the atmosphere.	Editorial
how do astronauts do potty in space?	For number 2, it's kind of like a camp potty, where you use that to contain the solid waste. Fecal matter, meanwhile, often gets packed up and cast off from the space station with other trash in capsules that burn up in the atmosphere.	Editorial
How do astronauts go to the bathroom?	For number 2, it's kind of like a camp potty, where you use that to contain the solid waste. Fecal matter, meanwhile, often gets packed up and cast off from the space station with other trash in capsules that burn up in the atmosphere.	Editorial
How does the toilet work in space?	For number 2, it's kind of like a camp potty, where you use that to contain the solid waste. Fecal matter, meanwhile, often gets packed up and cast off from the space station with other trash in capsules that burn up in the atmosphere.	Editorial
\n\nIs it true that they found life on Mars?	We do not know if life still exists on Mars. But we have the solid bits of evidence that life has existed on the Red planet before. It came from a meteorite that was found in the Antarctic. Inside the rock we found tiny little things that are the result of some sort of very simple life.	Editorial
is it true there is life on Mars?	We do not know if life still exists on Mars. But we have the solid bits of evidence that life has existed on the Red planet before. It came from a meteorite that was found in the Antarctic. Inside the rock we found tiny little things that are the result of some sort of very simple life.	Editorial
is it true that they found like on mars?	We do not know if life still exists on Mars. But we have the solid bits of evidence that life has existed on the Red planet before. It came from a meteorite that was found in the Antarctic. Inside the rock we found tiny little things that are the result of some sort of very simple life.	Editorial
how do we know if there's life on mars?	We do not know if life still exists on Mars. But we have the solid bits of evidence that life has existed on the Red planet before. It came from a meteorite that was found in the Antarctic. Inside the rock we found tiny little things that are the result of some sort of very simple life.	Editorial
is there life on mars?	We do not know if life still exists on Mars. But we have the solid bits of evidence that life has existed on the Red planet before. It came from a meteorite that was found in the Antarctic. Inside the rock we found tiny little things that are the result of some sort of very simple life.	Editorial
is it true that they found life on mars?	We do not know if life still exists on Mars. But we have the solid bits of evidence that life has existed on the Red planet before. It came from a meteorite that was found in the Antarctic. Inside the rock we found tiny little things that are the result of some sort of very simple life.	Editorial
